Site      Inst    Year   MM   DD Jday   hh   mm        #     Conc      LWC     Rain      dBZ       Dm     DMax  Sigma_M    Wx_Code4677
UW       apu30    2015    3   28   87    5   32   31.00000   60.80386    0.00285    0.01789   -2.03448    0.47439    0.57900    0.00574   51
UW       apu30    2015    3   28   87    5   33 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   34   36.00000   50.66192    0.00543    0.04772    4.47178    0.62767    0.83600    0.01178   58
UW       apu30    2015    3   28   87    5   35   92.00000  172.66605    0.00971    0.06332    4.27144    0.50886    0.70800    0.00805   58
UW       apu30    2015    3   28   87    5   36 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   37 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   38 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   39 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   40 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   41 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   42 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   43 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   44 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   45 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   46 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   47 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   48 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   49 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   50 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   51 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   52 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   53 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   54 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   55 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   56 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   57 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   58 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    5   59 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6    0 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6    1 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6    2 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6    3 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6    4 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6    5 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6    6 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6    7 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6    8 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6    9 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   10 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   11 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   12 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   13   41.00000   81.71450    0.00336    0.02058   -1.92872    0.45304    0.57900    0.00505   51
UW       apu30    2015    3   28   87    6   14 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   15 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   16 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   17 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   18 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   19 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   20 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   21 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   22 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   23 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   24 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   25 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   26 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   27 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   28 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   29 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   30 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   31 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   32 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   33 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   34 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   35 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   36 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   37 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   38 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   39 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   40 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   41 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   42 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   43 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   44 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   45 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   46 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   47 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   48 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   49 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   50 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   51 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   52 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   53 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   54 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   55 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   56 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   57 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   58 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    6   59 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7    0 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7    1 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7    2 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7    3 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7    4 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7    5 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7    6 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7    7 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7    8 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7    9 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   10 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   11 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   12 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   13 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   14 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   15 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   16   24.00000   51.15763    0.00188    0.01043   -5.33742    0.42825    0.45000    0.00233    0
UW       apu30    2015    3   28   87    7   17   47.00000  120.95519    0.00339    0.01557   -3.56143    0.39850    0.45000    0.00399   51
UW       apu30    2015    3   28   87    7   18   17.00000   42.36333    0.00515    0.07729   14.96558    1.34923    1.67400    0.21229   61
UW       apu30    2015    3   28   87    7   19 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   20 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   21 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   22 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   23 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   24    5.00000    4.86199    0.00113    0.01316    0.08166    0.77340    0.83600    0.00409    0
UW       apu30    2015    3   28   87    7   25    6.00000    6.33797    0.00100    0.01064   -2.13214    0.68035    0.70800    0.00280    0
UW       apu30    2015    3   28   87    7   26 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   27 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   28 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   29 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   30 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   31 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   32 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   33 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   34 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   35 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   36 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   37 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   38 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   39 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   40 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   41 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   42 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   43 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   44 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   45  867.00000  769.03265    0.39049    5.30943   30.41569    1.08903    1.67400    0.05458   65
UW       apu30    2015    3   28   87    7   46 1937.00000 2074.85986    0.86049   10.99666   34.43649    1.10590    2.44600    0.09352   65
UW       apu30    2015    3   28   87    7   47  585.00000  781.58826    0.15269    1.73659   23.91737    0.88872    1.67400    0.05346   63
UW       apu30    2015    3   28   87    7   48 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   49 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   50 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   51 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   52 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   53 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   54 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   55 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   56 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   57 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   58 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    7   59 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8    0 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8    1 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8    2 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8    3 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8    4 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8    5 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8    6 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8    7 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8    8 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8    9 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   10 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   11 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   12 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   13 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   14 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   15 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   16 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   17 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   18 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   19 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   20 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   21 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   22 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   23 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   24 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   25 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   26 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   27 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   28 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   29 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   30 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   31 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   32 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   33 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   34 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   35 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   36 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   37 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   38 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   39 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   40 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   41 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   42 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   43 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   44 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   45 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   46 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   47 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   48   28.00000   57.25460    0.00215    0.01189   -4.72562    0.43000    0.45000    0.00218   51
UW       apu30    2015    3   28   87    8   49 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000 -999.00000    0
UW       apu30    2015    3   28   87    8   50   57.00000  122.82074    0.00540    0.03121    0.37083    0.46200    0.57900    0.00508   51
UW       apu30    2015    3   28   87    8   51   88.00000  198.11609    0.00682    0.03743    0.55205    0.43091    0.57900    0.00552   51
